               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.049396,            0.015725,                   0,             0.48436,             0.54015,             0.43829,             0.14147,            0.058319,           0.0068022,                   0,            0.038992,           0.0059925,           0.0059925
                  17,            0.059149,            0.015019,                   0,             0.55569,             0.42857,             0.46685,             0.17708,            0.053971,           0.0069207,                   0,            0.035303,           0.0063034,           0.0063034
                  18,            0.051358,            0.016163,                   0,             0.69035,             0.42857,              0.6267,               0.195,            0.050711,           0.0065548,                   0,            0.031609,            0.006609,            0.006609
                  19,            0.052397,            0.020892,                   0,             0.64234,             0.85714,             0.64283,             0.15093,            0.063351,           0.0061608,                   0,            0.027909,           0.0069093,           0.0069093
                  20,            0.052972,            0.016345,                   0,             0.45969,             0.71429,             0.65579,             0.23624,            0.051025,           0.0071923,                   0,            0.024204,           0.0072044,           0.0072044
                  21,            0.050619,            0.019368,                   0,             0.52307,             0.85714,             0.63674,             0.42315,            0.055865,           0.0065016,                   0,            0.020494,           0.0074942,           0.0074942
                  22,            0.049225,            0.014683,                   0,             0.65838,             0.82875,             0.80167,             0.25248,            0.054551,           0.0070931,                   0,            0.016779,           0.0077787,           0.0077787
                  23,            0.043781,            0.012133,                   0,                   1,             0.69252,               0.911,             0.42584,            0.055224,           0.0056353,                   0,            0.013058,           0.0080579,           0.0080579
                  24,            0.045301,            0.014872,                   0,             0.69134,             0.96287,               0.853,             0.36965,            0.048991,           0.0069457,                   0,           0.0093318,           0.0083318,           0.0083318
                  25,            0.050707,            0.014045,                   0,             0.67864,             0.60733,             0.82136,             0.38717,            0.061168,           0.0076282,                   0,             0.00835,             0.00835,             0.00835
                  26,            0.054733,             0.01182,                   0,             0.69203,             0.96583,               0.824,              0.3547,             0.04745,           0.0065903,                   0,             0.00835,             0.00835,             0.00835
                  27,            0.049972,            0.012817,                   0,             0.24542,             0.85714,             0.39222,              0.1904,            0.068405,           0.0088773,                   0,            0.008284,            0.008284,            0.008284
                  28,            0.047798,            0.012667,                   0,             0.59338,             0.85714,             0.65208,             0.35774,            0.039408,           0.0066709,                   0,            0.008218,            0.008218,            0.008218
                  29,            0.039283,            0.012493,                   0,             0.56552,             0.85714,             0.80775,             0.27569,            0.050694,           0.0064202,                   0,            0.008152,            0.008152,            0.008152
                  30,            0.043107,            0.010922,                   0,             0.49095,             0.82871,             0.52227,             0.15539,            0.050995,           0.0072479,                   0,            0.008086,            0.008086,            0.008086
                  31,             0.04042,            0.011629,                   0,             0.74127,             0.85714,             0.82467,             0.52246,            0.044634,           0.0054709,                   0,             0.00802,             0.00802,             0.00802
                  32,            0.041077,            0.013431,                   0,             0.69954,             0.71429,             0.75464,             0.26772,            0.049869,           0.0063308,                   0,            0.007954,            0.007954,            0.007954
                  33,            0.037071,            0.013984,                   0,             0.60987,                   1,             0.84909,             0.55221,            0.042657,           0.0067595,                   0,            0.007888,            0.007888,            0.007888
                  34,            0.037266,            0.012026,                   0,             0.77268,             0.97378,             0.83722,             0.38879,            0.033575,           0.0071673,                   0,            0.007822,            0.007822,            0.007822
                  35,            0.035646,            0.010134,                   0,             0.67515,                   1,               0.853,             0.41946,            0.043486,            0.007069,                   0,            0.007756,            0.007756,            0.007756
                  36,            0.035734,            0.010213,                   0,             0.86911,             0.95287,                0.96,             0.53601,            0.035006,           0.0057232,                   0,             0.00769,             0.00769,             0.00769
                  37,            0.032391,            0.011159,                   0,              0.7085,             0.85714,             0.76408,             0.48313,            0.041029,           0.0063058,                   0,            0.007624,            0.007624,            0.007624
                  38,            0.037769,            0.008798,                   0,             0.68792,                   1,             0.90944,             0.64029,            0.038619,           0.0052066,                   0,            0.007558,            0.007558,            0.007558
                  39,            0.037802,           0.0085572,                   0,             0.96535,                   1,               0.995,             0.43958,            0.041005,            0.004265,                   0,            0.007492,            0.007492,            0.007492
                  40,            0.035886,            0.010137,                   0,                   1,             0.96503,               0.995,             0.70182,            0.034064,           0.0041731,                   0,            0.007426,            0.007426,            0.007426
                  41,             0.03182,           0.0087351,                   0,             0.90047,             0.57143,             0.79015,             0.55739,            0.033996,           0.0041985,                   0,             0.00736,             0.00736,             0.00736
                  42,            0.032357,           0.0093844,                   0,             0.77934,             0.71429,             0.84567,             0.43473,            0.037073,           0.0046038,                   0,            0.007294,            0.007294,            0.007294
                  43,            0.030458,           0.0097779,                   0,             0.99482,             0.71429,                0.89,              0.6298,            0.030987,           0.0041381,                   0,            0.007228,            0.007228,            0.007228
                  44,            0.028144,            0.010976,                   0,             0.82875,                   1,              0.9425,             0.55064,            0.032676,           0.0045684,                   0,            0.007162,            0.007162,            0.007162
                  45,             0.02836,           0.0086824,                   0,             0.85599,                   1,                0.96,             0.65253,            0.034828,           0.0045047,                   0,            0.007096,            0.007096,            0.007096
                  46,             0.03191,             0.01116,                   0,             0.86199,                   1,              0.9775,             0.62514,             0.03058,           0.0039906,                   0,             0.00703,             0.00703,             0.00703
                  47,             0.03073,           0.0082783,                   0,             0.82933,                   1,              0.9775,             0.66013,             0.03271,           0.0042718,                   0,            0.006964,            0.006964,            0.006964
                  48,            0.026852,           0.0073742,                   0,             0.72576,             0.85714,             0.81409,             0.56693,            0.033234,           0.0042839,                   0,            0.006898,            0.006898,            0.006898
                  49,            0.028381,           0.0090016,                   0,             0.83983,                   1,                0.96,             0.56411,            0.033845,           0.0046885,                   0,            0.006832,            0.006832,            0.006832
                  50,            0.028149,           0.0094149,                   0,             0.86855,                   1,                0.96,             0.57801,            0.030067,           0.0041695,                   0,            0.006766,            0.006766,            0.006766
                  51,            0.024934,           0.0071608,                   0,              0.8627,             0.90157,              0.9775,              0.7075,            0.033266,           0.0040325,                   0,              0.0067,              0.0067,              0.0067
                  52,            0.027288,           0.0080324,                   0,             0.98773,                   1,               0.995,             0.63847,            0.030491,           0.0037545,                   0,            0.006634,            0.006634,            0.006634
                  53,            0.027563,           0.0083237,                   0,             0.82258,                   1,              0.9775,              0.7421,            0.025001,           0.0037682,                   0,            0.006568,            0.006568,            0.006568
                  54,            0.021416,           0.0062337,                   0,              0.9227,                   1,               0.995,             0.75025,            0.024058,           0.0038649,                   0,            0.006502,            0.006502,            0.006502
                  55,            0.027501,           0.0077904,                   0,             0.96476,                   1,               0.995,             0.68245,            0.026876,           0.0034184,                   0,            0.006436,            0.006436,            0.006436
                  56,            0.027746,           0.0069755,                   0,             0.99033,                   1,               0.995,             0.77226,            0.022732,           0.0031646,                   0,             0.00637,             0.00637,             0.00637
                  57,            0.026827,           0.0070573,                   0,             0.97311,                   1,               0.995,             0.49816,            0.033248,           0.0035659,                   0,            0.006304,            0.006304,            0.006304
                  58,             0.02737,           0.0081832,                   0,             0.89748,                   1,               0.995,             0.61217,            0.030721,           0.0030731,                   0,            0.006238,            0.006238,            0.006238
                  59,             0.02949,           0.0064583,                   0,             0.95249,                   1,               0.995,              0.7884,            0.017828,           0.0027476,                   0,            0.006172,            0.006172,            0.006172
                  60,            0.022715,           0.0070339,                   0,             0.98241,                   1,               0.995,             0.84175,             0.02051,           0.0028241,                   0,            0.006106,            0.006106,            0.006106
                  61,            0.026691,            0.012666,                   0,             0.96475,                   1,               0.995,              0.7622,            0.017775,           0.0029257,                   0,             0.00604,             0.00604,             0.00604
                  62,            0.024619,           0.0082161,                   0,             0.96996,                   1,               0.995,             0.74284,            0.024212,           0.0032895,                   0,            0.005974,            0.005974,            0.005974
                  63,            0.023665,           0.0090591,                   0,                   1,             0.96299,               0.995,             0.70351,            0.022275,           0.0032887,                   0,            0.005908,            0.005908,            0.005908
                  64,            0.024785,           0.0067943,                   0,             0.99984,                   1,               0.995,             0.73127,            0.025587,           0.0033435,                   0,            0.005842,            0.005842,            0.005842
                  65,            0.027033,            0.012284,                   0,             0.97891,                   1,               0.995,             0.68633,            0.026202,           0.0032395,                   0,            0.005776,            0.005776,            0.005776
                  66,            0.022515,           0.0077183,                   0,             0.84856,                   1,              0.9425,             0.67542,            0.023472,            0.003188,                   0,             0.00571,             0.00571,             0.00571
                  67,            0.025665,           0.0061987,                   0,             0.84241,                   1,             0.90625,             0.68959,            0.022791,           0.0032548,                   0,            0.005644,            0.005644,            0.005644
                  68,            0.024768,           0.0063118,                   0,             0.86801,                   1,             0.92375,             0.77386,            0.024619,            0.003167,                   0,            0.005578,            0.005578,            0.005578
                  69,             0.02251,           0.0067707,                   0,             0.83659,             0.85714,               0.933,             0.64558,            0.023427,           0.0039829,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.020215,           0.0060629,                   0,             0.82113,             0.85714,             0.91667,             0.70763,            0.023797,           0.0043323,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.021948,           0.0064184,                   0,             0.76897,                   1,             0.96389,             0.76541,              0.0273,           0.0031735,                   0,             0.00538,             0.00538,             0.00538
                  72,            0.022043,           0.0055601,                   0,             0.91293,             0.85714,             0.96389,              0.6403,            0.022302,           0.0030755,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.026025,           0.0075396,                   0,             0.92152,                   1,               0.995,             0.68259,            0.026117,            0.002974,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.022065,           0.0055418,                   0,             0.86643,                   1,               0.995,             0.79722,            0.021866,           0.0027222,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.023107,           0.0060491,                   0,             0.77142,                   1,             0.92389,              0.7252,            0.021111,           0.0028253,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.026745,           0.0058848,                   0,             0.77144,                   1,             0.90944,             0.62664,            0.019823,           0.0029551,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.022118,           0.0072622,                   0,             0.77212,                   1,             0.96389,             0.78635,            0.017295,           0.0029035,                   0,            0.004984,            0.004984,            0.004984
                  78,            0.021948,           0.0070838,                   0,             0.90562,             0.85714,             0.96389,             0.83595,            0.018958,           0.0029357,                   0,            0.004918,            0.004918,            0.004918
                  79,            0.023388,           0.0086194,                   0,             0.90201,             0.85714,             0.96389,             0.75769,            0.018239,           0.0029527,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.021963,           0.0082441,                   0,              0.9218,             0.85714,             0.96389,             0.72614,            0.018909,           0.0029083,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.016102,           0.0053154,                   0,             0.93135,             0.85714,             0.96389,              0.7392,            0.020546,           0.0030606,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.019519,           0.0054302,                   0,             0.89846,             0.85714,             0.96389,             0.80787,            0.020842,           0.0031271,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.020838,           0.0063756,                   0,             0.87147,             0.97177,              0.9775,             0.73639,            0.022261,            0.003188,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.018541,           0.0053127,                   0,             0.76945,                   1,             0.96389,             0.73236,            0.019982,           0.0032806,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.016702,            0.004774,                   0,             0.77205,                   1,             0.92389,              0.6768,            0.020068,           0.0033781,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.019509,           0.0054772,                   0,             0.77403,                   1,             0.92389,             0.72688,            0.018025,           0.0032452,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.020433,           0.0062546,                   0,             0.77396,                   1,             0.92389,             0.71377,            0.020655,           0.0033169,                   0,            0.004324,            0.004324,            0.004324
                  88,              0.0146,           0.0049289,                   0,             0.77258,                   1,             0.96389,             0.74181,            0.023168,           0.0034579,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.021386,           0.0060612,                   0,             0.77229,                   1,             0.96389,              0.7976,            0.017601,           0.0030796,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.019688,            0.005509,                   0,             0.87135,             0.97077,                0.96,             0.81649,            0.018201,           0.0028169,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.018583,           0.0054788,                   0,              0.8516,                   1,                0.96,             0.81158,            0.017786,           0.0028124,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.016097,           0.0048839,                   0,             0.86015,                   1,              0.9775,             0.73804,            0.020166,           0.0029909,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.021127,           0.0048132,                   0,             0.77188,                   1,             0.96389,             0.80732,            0.017174,           0.0029039,                   0,            0.003928,            0.003928,            0.003928
                  94,             0.01496,           0.0046545,                   0,             0.77201,                   1,             0.94389,             0.74134,            0.016897,           0.0028124,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.018308,           0.0051409,                   0,             0.87377,             0.99014,              0.9775,               0.796,            0.016019,           0.0028467,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.018589,           0.0053819,                   0,             0.77283,                   1,             0.96389,             0.72318,            0.017595,           0.0030469,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.019709,           0.0082901,                   0,             0.77394,                   1,             0.94389,             0.70425,            0.017689,           0.0030808,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.018437,           0.0063169,                   0,              0.7727,                   1,             0.92389,             0.77532,            0.019333,           0.0030449,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.017216,           0.0063417,                   0,             0.77358,                   1,             0.90246,             0.76009,            0.017833,           0.0029805,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.017976,           0.0049567,                   0,              0.7722,                   1,             0.90246,             0.79291,            0.016723,           0.0028979,                   0,            0.003466,            0.003466,            0.003466
                 101,            0.016454,            0.005045,                   0,             0.87096,             0.96766,             0.92375,             0.80226,             0.01595,           0.0027012,                   0,              0.0034,              0.0034,              0.0034
                 102,             0.02227,           0.0066196,                   0,             0.85331,                   1,             0.92375,             0.76266,            0.017144,           0.0026537,                   0,            0.003334,            0.003334,            0.003334
                 103,            0.016334,           0.0053837,                   0,             0.84315,                   1,             0.92375,             0.80287,            0.014897,           0.0025606,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.014651,           0.0041909,                   0,             0.84446,                   1,             0.92375,             0.78151,            0.015178,           0.0025836,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.018053,           0.0059053,                   0,             0.80781,                   1,             0.90625,             0.78917,            0.017607,           0.0028777,                   0,            0.003136,            0.003136,            0.003136
                 106,            0.017015,           0.0070441,                   0,             0.77221,                   1,             0.86246,             0.73235,            0.015017,           0.0028068,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.015525,           0.0048219,                   0,             0.77228,                   1,             0.88246,             0.78322,            0.013838,            0.002758,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.017506,           0.0054006,                   0,             0.87404,                   1,              0.9775,             0.85856,            0.017339,            0.002727,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.012965,           0.0036038,                   0,             0.80351,                   1,                0.96,             0.83187,            0.015566,            0.002721,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.018175,           0.0048649,                   0,             0.77221,                   1,             0.96389,             0.81896,            0.015509,           0.0026279,                   0,            0.002806,            0.002806,            0.002806
                 111,            0.014706,           0.0043242,                   0,             0.77197,                   1,             0.96389,             0.79422,            0.016509,           0.0026061,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.014122,           0.0049323,                   0,             0.77156,                   1,             0.94389,             0.79712,            0.015575,           0.0026021,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.016488,           0.0052062,                   0,             0.77179,                   1,             0.86246,             0.70947,            0.014606,           0.0027186,                   0,            0.002608,            0.002608,            0.002608
                 114,            0.013251,           0.0044818,                   0,             0.77133,                   1,             0.88246,             0.76215,            0.013748,           0.0028092,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.015033,           0.0049092,                   0,             0.87106,              0.9685,              0.9425,             0.81771,            0.015935,           0.0029039,                   0,            0.002476,            0.002476,            0.002476
                 116,            0.014209,           0.0038576,                   0,             0.85327,                   1,                0.96,             0.84891,            0.013183,            0.002619,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.014782,           0.0056312,                   0,             0.84408,                   1,                0.96,             0.83477,            0.014708,            0.002609,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.015488,            0.005565,                   0,             0.84035,                   1,                0.96,             0.79161,             0.01664,           0.0026819,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.014664,            0.005224,                   0,             0.77725,                   1,                0.96,             0.85032,            0.013694,           0.0025723,                   0,            0.002212,            0.002212,            0.002212
                 120,            0.014802,           0.0049939,                   0,             0.77245,                   1,             0.94389,             0.79988,            0.015333,           0.0025707,                   0,            0.002146,            0.002146,            0.002146
                 121,            0.014701,           0.0048636,                   0,             0.77236,                   1,             0.94389,             0.82837,            0.014116,           0.0025586,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.013471,           0.0053285,                   0,             0.77664,                   1,                0.96,             0.85487,            0.012903,           0.0026214,                   0,            0.002014,            0.002014,            0.002014
                 123,             0.01402,           0.0060007,                   0,             0.77253,                   1,             0.94389,             0.81013,            0.015172,           0.0027323,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.012532,           0.0040444,                   0,             0.77311,                   1,             0.96389,              0.8874,            0.012411,            0.002644,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.014593,           0.0078484,                   0,              0.7748,                   1,             0.94389,             0.83624,            0.012408,           0.0027395,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.014008,           0.0048882,                   0,             0.77455,                   1,             0.94389,             0.84221,            0.012171,           0.0027613,                   0,             0.00175,             0.00175,             0.00175
                 127,           0.0097208,           0.0048326,                   0,             0.77369,                   1,             0.94389,             0.83038,            0.013051,           0.0027907,                   0,            0.001684,            0.001684,            0.001684
                 128,            0.014662,           0.0064459,                   0,             0.77506,                   1,             0.94389,             0.83946,            0.012727,           0.0028028,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.011509,           0.0040282,                   0,             0.77508,                   1,             0.96389,             0.83398,            0.012774,           0.0027717,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.012091,           0.0037268,                   0,             0.77339,                   1,             0.96389,             0.81277,            0.013714,           0.0026714,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.013557,           0.0086402,                   0,             0.77261,                   1,             0.96389,             0.85245,            0.011882,           0.0024691,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.011174,           0.0039871,                   0,             0.77229,                   1,             0.96389,             0.88578,             0.01232,           0.0024127,                   0,            0.001354,            0.001354,            0.001354
                 133,            0.012355,           0.0048171,                   0,             0.77218,                   1,             0.96389,             0.87192,             0.01185,           0.0023954,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.016252,           0.0058933,                   0,             0.90866,             0.85714,             0.96389,             0.86512,            0.011458,           0.0023877,                   0,            0.001222,            0.001222,            0.001222
                 135,             0.01731,           0.0065042,                   0,             0.86174,             0.89394,              0.9775,             0.87887,            0.011437,           0.0024155,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.013394,             0.00499,                   0,             0.86583,             0.92661,              0.9775,             0.86598,            0.011468,           0.0024208,                   0,             0.00109,             0.00109,             0.00109
                 137,            0.011922,           0.0040747,                   0,              0.8655,             0.92397,              0.9775,             0.86141,            0.012295,           0.0024284,                   0,            0.001024,            0.001024,            0.001024
                 138,             0.01222,           0.0049146,                   0,             0.85868,             0.86945,              0.9775,             0.85843,            0.011917,           0.0023894,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.010695,           0.0049031,                   0,             0.77226,                   1,             0.96389,             0.84669,            0.012143,           0.0024305,                   0,            0.000892,            0.000892,            0.000892
                 140,            0.010161,            0.003635,                   0,             0.77234,                   1,             0.96389,             0.86858,             0.01154,           0.0024031,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.010416,           0.0043559,                   0,             0.77234,                   1,             0.96389,             0.88035,            0.011943,           0.0024313,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.011767,           0.0043214,                   0,             0.77256,                   1,             0.96389,             0.86878,            0.011372,            0.002472,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.010847,           0.0047965,                   0,             0.77258,                   1,             0.96389,             0.86524,            0.011617,           0.0025171,                   0,            0.000628,            0.000628,            0.000628
                 144,             0.01055,           0.0040879,                   0,             0.77264,                   1,             0.96389,             0.88721,            0.011087,           0.0025513,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.014041,           0.0054615,                   0,             0.77272,                   1,             0.96389,             0.86886,            0.011427,           0.0025864,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.010809,           0.0053917,                   0,             0.77278,                   1,             0.96389,             0.86209,            0.011431,           0.0025828,                   0,             0.00043,             0.00043,             0.00043
                 147,            0.011131,           0.0035689,                   0,             0.77262,                   1,             0.96389,             0.84067,            0.011565,           0.0025828,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.014391,           0.0050031,                   0,             0.77279,                   1,             0.96389,             0.85568,            0.012117,            0.002621,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.014874,           0.0060827,                   0,             0.77271,                   1,             0.96389,             0.87178,            0.011547,           0.0026013,                   0,            0.000232,            0.000232,            0.000232
